yearmakemodel,price,milerange,location,hotcar,pricediff,timeonmkt,pricechange,trim,transmission,engine,drivetrain,VIN,fueltype,exteriorcol,interiorcol,condition,odometer,mpg,bodytype,heatedseats,leather,sunmoomroof,powerseat,premiumwheels
2017 Nissan Titan SV,$29117,25k Miles,Peoria AZ,?,5%,13,-$383,SV,Automatic,5.6L V8,RWD,1N6AA1EK7HN533072,Gasoline,Gun Metallic,Black,Certified pre-owned,24689,15 city / 21 hwy,Pickup,False,False,False,False,False
2015 Nissan Sentra S,$8561,72k Miles,Peoria AZ,?,9%,13,-$939,S,Manual,1.8L 4-Cylinder DOHC 16V,FWD,3N1AB7AP9FY238272,Gasoline,Super Black,Charcoal,Used,71756,27 city / 36 hwy,Sedan,False,False,False,False,False
2020 Nissan Sentra SV,$18743,5 Miles,Peoria AZ,?,11%,23,-$1736,SV,Automatic,I-4 cyl-2.0L,FWD,3N1AB8CV2LY261986,Gasoline,NBL Scarlet EM,G/CHARCOAL,New,5,29 city / 39 hwy,Sedan,False,False,False,False,False
2020 Nissan Versa SV,$15376,5 Miles,Peoria AZ,?,7%,23,$0,SV,Automatic,I-4 cyl-1.6L,FWD,3N1CN8EV0LL902692,Gasoline,K23 Brilliant,Graphite,New,5,32 city / 40 hwy,Sedan,False,False,False,False,False
2020 Nissan Kicks S,$16205,16 Miles,Peoria AZ,?,12%,157,-$3372,S,Automatic,I-4 cyl-1.6L,FWD,3N1CP5BV4LL514202,Gasoline,QM1 Fresh Powd,Charcoal,New,16,31 city / 36 hwy,Wagon,False,False,False,False,False
2020 Nissan Kicks S,$16205,35 Miles,Peoria AZ,?,12%,252,-$3272,S,Automatic,I-4 cyl-1.6L,FWD,3N1CP5BV6LL482644,Gasoline,Brilliant Silver,Charcoal,New,35,31 city / 36 hwy,Wagon,False,False,False,False,False
2020 Nissan Rogue S,$20364,5 Miles,Peoria AZ,?,7%,35,$0,S,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MT0LC803580,Gasoline,G41 Magnetic B,Charcoal,New,5,26 city / 33 hwy,Wagon,False,False,False,False,False
2020 Nissan Rogue S,$20364,5 Miles,Peoria AZ,?,7%,35,$0,S,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MT2LC802723,Gasoline,RBY Caspian BL,Charcoal,New,5,26 city / 33 hwy,Wagon,False,False,False,False,False
2020 Nissan Rogue S,$21497,5 Miles,Peoria AZ,?,2%,38,$0,S,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MT3LC798648,Gasoline,K23 Brilliant,Charcoal,New,5,26 city / 33 hwy,Wagon,False,True,False,False,False
2020 Nissan Rogue S,$20364,5 Miles,Peoria AZ,?,7%,35,$0,S,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MT3LC802925,Gasoline,KAD Gun Metall,Charcoal,New,5,26 city / 33 hwy,Wagon,False,False,False,False,False
2020 Nissan Rogue SL,$28631,5 Miles,Peoria AZ,?,1%,23,$0,SL,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MTXLC798517,Gasoline,KAD Gun Metall,G/CHARCOAL,New,5,26 city / 33 hwy,Wagon,False,True,True,False,False
2020 Nissan Rogue SL,$33463,5 Miles,Peoria AZ,?,14%,12,$0,SL,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MTXLC810018,Gasoline,KAD Gun Metall,G/CHARCOAL,New,5,26 city / 33 hwy,Wagon,False,True,True,False,False
2020 Nissan Murano SL,$33399,5 Miles,Peoria AZ,?,10%,38,-$2450,SL,Automatic,V-6 cyl-3.5L,FWD,5N1AZ2CJ1LN153578,Gasoline,NAH Cayenne RE,P/CASHMERE,New,5,20 city / 28 hwy,Suv,False,False,True,False,False
2016 Kia Optima EX,$13998,45k Miles,Peoria AZ,?,11%,65,-$1687,EX,Automatic,2.4L I4 DGI DOHC,FWD,5XXGU4L38GG032056,Gasoline,Ebony Black,Beige,Used,44674,24 city / 35 hwy,Sedan,True,True,False,True,True
2020 Nissan Rogue S,$21247,5 Miles,Peoria AZ,?,3%,241,-$1888,S,Automatic,I-4 cyl-2.5L,FWD,JN8AT2MT8LW032020,Gasoline,Glacier White,Charcoal,New,5,26 city / 33 hwy,Wagon,False,True,False,False,False
2020 Nissan LEAF S,$26149,5 Miles,Peoria AZ,?,0%,83,-$4081,S,Automatic,?,FWD,1N4AZ1BP8LC306902,Electric,K23 Brilliant,Black,New,5,123 city / 99 hwy,Hatchback,False,False,False,False,False
2020 Nissan LEAF SV,$28661,5 Miles,Peoria AZ,?,0%,83,-$4330,SV,Automatic,?,FWD,1N4AZ1CP0LC306083,Electric,K23 Brilliant,Black,New,5,123 city / 99 hwy,Hatchback,False,False,False,True,False
2020 Nissan LEAF SV,$29602,5 Miles,Peoria AZ,?,0%,83,-$4423,SV,Automatic,?,FWD,1N4AZ1CP7LC303729,Electric,KAD Gun Metall,Black,New,5,123 city / 99 hwy,Hatchback,True,False,False,True,False
2020 Nissan LEAF SV,$28835,5 Miles,Peoria AZ,?,0%,83,-$4347,SV,Automatic,?,FWD,1N4AZ1CP7LC306890,Electric,QAB  Whit,Black,New,5,123 city / 99 hwy,Hatchback,False,False,False,True,False
2017 Nissan Sentra S,$11641,37k Miles,Peoria AZ,?,4%,15,-$1086,S,Automatic,1.8L 4-Cylinder DOHC 16V,FWD,3N1AB7AP5HY317215,Gasoline,Brilliant Silver,Charcoal,Certified pre-owned,37476,29 city / 37 hwy,Sedan,False,False,False,False,False
2020 Nissan Armada SL,$50161,272 Miles,Peoria AZ,?,8%,83,-$100,SL,Automatic,V-8 cyl-5.6L,RWD,JN8AY2ND9L9110411,Gasoline,KAD Gun Metall,G/CHARCOAL,New,272,14 city / 19 hwy,Suv,False,True,True,False,False
2020 Nissan Rogue SV,$23352,5 Miles,Peoria AZ,?,0%,83,-$2472,SV,Automatic,I-4 cyl-2.5L,FWD,KNMAT2MT7LP539674,Gasoline,QAB  Whit,G/CHARCOAL,New,5,26 city / 33 hwy,Wagon,False,False,False,False,False
2019 Toyota Corolla LE,$15288,35k Miles,Phoenix AZ,?,9%,40,-$1692,LE,Automatic,1.8L I4 DOHC Dual VVT-i,FWD,5YFBURHE5KP882115,Gasoline,Super White,Ash,Certified pre-owned,34895,28 city / 35 hwy,Sedan,False,False,False,False,False
2019 Toyota Corolla L,$15288,35k Miles,Phoenix AZ,?,5%,40,-$1211,L,Automatic,1.8L I4 DOHC Dual VVT-i,FWD,5YFBURHEXKP935200,Gasoline,Super White,Black,Certified pre-owned,34626,28 city / 35 hwy,Sedan,False,False,False,False,False
2021 Toyota Corolla Hybrid LE,$24279,10 Miles,Phoenix AZ,?,0%,15,$0,LE,Automatic,1.8 L-1.8 L,FWD,JTDEAMDE2MJ005880,Hybrid,Barcelona Red Metallic,All Black Fabric,New,10,53 city / 52 hwy,Sedan,False,False,False,False,False
2019 Toyota Camry LE,$19489,31k Miles,Phoenix AZ,?,15%,13,-$499,LE,Automatic,2.5L I4 DOHC 16V,FWD,4T1B11HK2KU227456,Gasoline,Super White,Black,Certified pre-owned,31369,28 city / 39 hwy,Sedan,False,False,False,True,True
2020 Toyota Corolla LE,$18067,11 Miles,Phoenix AZ,?,2%,34,-$2000,LE,Automatic,1.8 L-1.8 L,FWD,5YFEPRAE3LP141431,Gasoline,Celestite,All Black Fabric,New,11,30 city / 38 hwy,Sedan,False,False,False,False,False
2014 Honda Civic LX,$11449,96k Miles,Phoenix AZ,?,15%,8,$0,LX,Automatic,1.8L I4 SOHC 16V i-VTEC,FWD,19XFB2F53EE061618,Gasoline,Modern Steel Metallic,Black,Used,95775,30 city / 39 hwy,Sedan,False,False,False,False,False
2020 Toyota RAV4 XLE,$26929,11 Miles,Phoenix AZ,?,8%,9,-$1500,XLE,Automatic,2.5 L-2.5 L,FWD,2T3W1RFV9LW093180,Gasoline,Silver Sky Metallic,Lt. Gray Fabric,New,11,26 city / 35 hwy,Suv,False,False,False,False,False
2017 Volkswagen Golf GTI SE,$23658,16k Miles,Phoenix AZ,?,2%,28,-$2260,SE,Automatic,2.0L TSI,FWD,3VW447AU7HM062727,Gasoline,Pure White,Titan Black,Used,16043,24 city / 32 hwy,Hatchback,True,True,True,True,False
2020 Nissan LEAF S,$26149,5 Miles,Peoria AZ,?,0%,83,-$4081,S,Automatic,?,FWD,1N4AZ1BP8LC306902,Electric,K23 Brilliant,Black,New,5,123 city / 99 hwy,Hatchback,False,False,False,False,False
2020 Nissan LEAF SV,$28661,5 Miles,Peoria AZ,?,0%,83,-$4330,SV,Automatic,?,FWD,1N4AZ1CP0LC306083,Electric,K23 Brilliant,Black,New,5,123 city / 99 hwy,Hatchback,False,False,False,True,False
2020 Nissan LEAF SV,$29602,5 Miles,Peoria AZ,?,0%,83,-$4423,SV,Automatic,?,FWD,1N4AZ1CP7LC303729,Electric,KAD Gun Metall,Black,New,5,123 city / 99 hwy,Hatchback,True,False,False,True,False
2020 Nissan LEAF SV,$28835,5 Miles,Peoria AZ,?,0%,83,-$4347,SV,Automatic,?,FWD,1N4AZ1CP7LC306890,Electric,QAB  Whit,Black,New,5,123 city / 99 hwy,Hatchback,False,False,False,True,False
2017 Nissan Sentra S,$11641,37k Miles,Peoria AZ,?,4%,15,-$1086,S,Automatic,1.8L 4-Cylinder DOHC 16V,FWD,3N1AB7AP5HY317215,Gasoline,Brilliant Silver,Charcoal,Certified pre-owned,37476,29 city / 37 hwy,Sedan,False,False,False,False,False
2020 Nissan Armada SL,$50161,272 Miles,Peoria AZ,?,8%,83,-$100,SL,Automatic,V-8 cyl-5.6L,RWD,JN8AY2ND9L9110411,Gasoline,KAD Gun Metall,G/CHARCOAL,New,272,14 city / 19 hwy,Suv,False,True,True,False,False
2020 Nissan Rogue SV,$23352,5 Miles,Peoria AZ,?,0%,83,-$2472,SV,Automatic,I-4 cyl-2.5L,FWD,KNMAT2MT7LP539674,Gasoline,QAB  Whit,G/CHARCOAL,New,5,26 city / 33 hwy,Wagon,False,False,False,False,False
2015 Nissan Sentra S,$8561,72k Miles,Peoria AZ,?,9%,13,-$939,S,Manual,1.8L 4-Cylinder DOHC 16V,FWD,3N1AB7AP9FY238272,Gasoline,Super Black,Charcoal,Used,71756,27 city / 36 hwy,Sedan,False,False,False,False,False
2020 Nissan Sentra SV,$18743,5 Miles,Peoria AZ,?,11%,23,-$1736,SV,Automatic,I-4 cyl-2.0L,FWD,3N1AB8CV2LY261986,Gasoline,NBL Scarlet EM,G/CHARCOAL,New,5,29 city / 39 hwy,Sedan,False,False,False,False,False
2020 Nissan Versa SV,$15376,5 Miles,Peoria AZ,?,7%,23,$0,SV,Automatic,I-4 cyl-1.6L,FWD,3N1CN8EV0LL902692,Gasoline,K23 Brilliant,Graphite,New,5,32 city / 40 hwy,Sedan,False,False,False,False,False
2020 Nissan Kicks S,$16205,16 Miles,Peoria AZ,?,12%,157,-$3372,S,Automatic,I-4 cyl-1.6L,FWD,3N1CP5BV4LL514202,Gasoline,QM1 Fresh Powd,Charcoal,New,16,31 city / 36 hwy,Wagon,False,False,False,False,False
2020 Nissan Kicks S,$16205,35 Miles,Peoria AZ,?,12%,252,-$3272,S,Automatic,I-4 cyl-1.6L,FWD,3N1CP5BV6LL482644,Gasoline,Brilliant Silver,Charcoal,New,35,31 city / 36 hwy,Wagon,False,False,False,False,False
2020 Nissan Rogue S,$20364,5 Miles,Peoria AZ,?,7%,35,$0,S,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MT0LC803580,Gasoline,G41 Magnetic B,Charcoal,New,5,26 city / 33 hwy,Wagon,False,False,False,False,False
2020 Nissan Rogue S,$20364,5 Miles,Peoria AZ,?,7%,35,$0,S,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MT2LC802723,Gasoline,RBY Caspian BL,Charcoal,New,5,26 city / 33 hwy,Wagon,False,False,False,False,False
2020 Nissan Rogue S,$21497,5 Miles,Peoria AZ,?,2%,38,$0,S,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MT3LC798648,Gasoline,K23 Brilliant,Charcoal,New,5,26 city / 33 hwy,Wagon,False,True,False,False,False
2020 Nissan Rogue S,$20364,5 Miles,Peoria AZ,?,7%,35,$0,S,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MT3LC802925,Gasoline,KAD Gun Metall,Charcoal,New,5,26 city / 33 hwy,Wagon,False,False,False,False,False
2020 Nissan Rogue SL,$28631,5 Miles,Peoria AZ,?,1%,23,$0,SL,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MTXLC798517,Gasoline,KAD Gun Metall,G/CHARCOAL,New,5,26 city / 33 hwy,Wagon,False,True,True,False,False
2020 Nissan Rogue SL,$33463,5 Miles,Peoria AZ,?,14%,12,$0,SL,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MTXLC810018,Gasoline,KAD Gun Metall,G/CHARCOAL,New,5,26 city / 33 hwy,Wagon,False,True,True,False,False
2020 Nissan Murano SL,$33399,5 Miles,Peoria AZ,?,10%,38,-$2450,SL,Automatic,V-6 cyl-3.5L,FWD,5N1AZ2CJ1LN153578,Gasoline,NAH Cayenne RE,P/CASHMERE,New,5,20 city / 28 hwy,Suv,False,False,True,False,False
2016 Kia Optima EX,$13998,45k Miles,Peoria AZ,?,11%,65,-$1687,EX,Automatic,2.4L I4 DGI DOHC,FWD,5XXGU4L38GG032056,Gasoline,Ebony Black,Beige,Used,44674,24 city / 35 hwy,Sedan,True,True,False,True,True
2020 Nissan Rogue S,$21247,5 Miles,Peoria AZ,?,3%,241,-$1888,S,Automatic,I-4 cyl-2.5L,FWD,JN8AT2MT8LW032020,Gasoline,Glacier White,Charcoal,New,5,26 city / 33 hwy,Wagon,False,True,False,False,False
2019 Toyota Corolla LE,$16588,22k Miles,Phoenix AZ,?,12%,23,-$709,LE,Automatic,1.8L I4 DOHC Dual VVT-i,FWD,2T1BURHE9KC191900,Gasoline,Classic Silver Metallic,Ash,Certified pre-owned,21594,28 city / 35 hwy,Sedan,False,False,False,False,False
2019 Toyota RAV4 XLE,$27982,26k Miles,Phoenix AZ,?,18%,23,-$1017,XLE,Automatic,2.5L 4-Cylinder DOHC Dual VVT-i,AWD,2T3P1RFV1KW063285,Gasoline,Silver Sky Metallic,Black,Certified pre-owned,26432,25 city / 33 hwy,Suv,False,False,True,False,True
2019 Toyota RAV4 XLE,$27982,26k Miles,Phoenix AZ,?,18%,23,-$1017,XLE,Automatic,2.5L 4-Cylinder DOHC Dual VVT-i,AWD,2T3P1RFV1KW063285,Gasoline,Silver Sky Metallic,Black,Certified pre-owned,26432,25 city / 33 hwy,Suv,False,False,True,False,True
2018 Toyota Tacoma SR5 V6,$33499,20k Miles,Phoenix AZ,?,11%,15,-$1495,SR5 V6,Automatic,V6,RWD,3TMAZ5CN5JM077119,Gasoline,Quicksand,Cement Gray,Used,19636,19 city / 24 hwy,Pickup,False,False,False,False,True
2018 Toyota Tacoma SR5 V6,$33499,20k Miles,Phoenix AZ,?,11%,15,-$1495,SR5 V6,Automatic,V6,RWD,3TMAZ5CN5JM077119,Gasoline,Quicksand,Cement Gray,Used,19636,19 city / 24 hwy,Pickup,False,False,False,False,True
2019 Toyota Corolla LE,$16453,30k Miles,Phoenix AZ,?,15%,33,+$1456,LE,Automatic,1.8L I4 DOHC Dual VVT-i,FWD,5YFBURHE2KP932095,Gasoline,Barcelona Red Metallic,Black,Certified pre-owned,30277,28 city / 35 hwy,Sedan,False,False,False,False,False
2019 Toyota Corolla LE,$15288,35k Miles,Phoenix AZ,?,9%,40,-$1692,LE,Automatic,1.8L I4 DOHC Dual VVT-i,FWD,5YFBURHE5KP882115,Gasoline,Super White,Ash,Certified pre-owned,34895,28 city / 35 hwy,Sedan,False,False,False,False,False
2019 Toyota Corolla L,$15288,35k Miles,Phoenix AZ,?,5%,40,-$1211,L,Automatic,1.8L I4 DOHC Dual VVT-i,FWD,5YFBURHEXKP935200,Gasoline,Super White,Black,Certified pre-owned,34626,28 city / 35 hwy,Sedan,False,False,False,False,False
2021 Toyota Corolla Hybrid LE,$24279,10 Miles,Phoenix AZ,?,0%,15,$0,LE,Automatic,1.8 L-1.8 L,FWD,JTDEAMDE2MJ005880,Hybrid,Barcelona Red Metallic,All Black Fabric,New,10,53 city / 52 hwy,Sedan,False,False,False,False,False
2019 Toyota Camry LE,$19489,31k Miles,Phoenix AZ,?,15%,13,-$499,LE,Automatic,2.5L I4 DOHC 16V,FWD,4T1B11HK2KU227456,Gasoline,Super White,Black,Certified pre-owned,31369,28 city / 39 hwy,Sedan,False,False,False,True,True
2020 Toyota Corolla LE,$18067,11 Miles,Phoenix AZ,?,2%,34,-$2000,LE,Automatic,1.8 L-1.8 L,FWD,5YFEPRAE3LP141431,Gasoline,Celestite,All Black Fabric,New,11,30 city / 38 hwy,Sedan,False,False,False,False,False
2019 Honda Accord EX,$22431,33k Miles,Phoenix AZ,?,1%,31,-$1198,EX,Automatic,1.5T I4 DOHC 16V Turbocharged VTEC,FWD,1HGCV1F48KA079995,Gasoline,Modern Steel Metallic,Black,Used,33080,30 city / 38 hwy,Sedan,True,False,True,True,True
2021 Toyota Corolla LE,$20729,11 Miles,Phoenix AZ,?,0%,20,-$250,LE,Automatic,1.8 L-1.8 L,FWD,JTDEPMAE9MJ126327,Gasoline,Black Sand Pearl,Light Gray Moonstone Fabric,New,11,30 city / 38 hwy,Sedan,False,False,False,False,False
2014 Mercedes-Benz CLS CLS 550 4MATIC,$26674,72k Miles,Phoenix AZ,?,3%,12,-$1315,CLS 550 4MATIC,Automatic,4.7L V8 DGI DOHC 32V Twin Turbocharged,AWD,WDDLJ9BB2EA094449,Gasoline,Palladium Silver Metallic,Black,Used,72434,17 city / 24 hwy,Sedan,False,True,True,True,True
2017 Acura TLX V6 w/Tech,$22899,45k Miles,Phoenix AZ,?,10%,181,-$487,V6 w/Tech,Automatic,3.5L V6 SOHC VTEC 24V,FWD,19UUB2F55HA002845,Gasoline,Bellanova White Pearl,Parchment,Used,44583,21 city / 34 hwy,Sedan,True,True,True,True,True
2015 Chrysler 200 Limited,$9599,114k Miles,Phoenix AZ,?,10%,17,-$395,Limited,Automatic,2.4L 4-Cylinder SMPI SOHC,FWD,1C3CCCAB4FN653369,Gasoline,Black Clearcoat,Black,Used,113826,23 city / 36 hwy,Sedan,False,False,False,False,True
2019 Toyota RAV4 XLE,$27288,34k Miles,Phoenix AZ,?,21%,28,-$209,XLE,Automatic,2.5L 4-Cylinder DOHC Dual VVT-i,FWD,2T3W1RFV1KW008279,Gasoline,Midnight Black Metallic,Black,Certified pre-owned,33868,26 city / 35 hwy,Suv,False,False,True,False,True
2020 Toyota Prius L Eco,$32714,16 Miles,Phoenix AZ,?,17%,85,-$250,L Eco,Automatic,1.8 L-1.8 L,FWD,JTDKARFUXL3124106,Hybrid,Magnetic Gray Metallic,Black Softex  Trim,New,16,58 city / 53 hwy,Hatchback,False,False,False,False,False
2018 Toyota Corolla iM Base,$15499,51k Miles,Phoenix AZ,?,13%,17,-$350,Base,Automatic,1.8L 4-Cylinder DOHC 16V,FWD,JTNKARJE8JJ554754,Gasoline,Black Sand Pearl,Black,Certified pre-owned,50538,28 city / 36 hwy,Hatchback,False,True,False,False,True
2018 Toyota C-HR XLE Premium,$18994,39k Miles,Phoenix AZ,?,5%,17,-$1899,XLE Premium,Automatic,2.0L I4 DOHC 16V,FWD,NMTKHMBX9JR017850,Gasoline,Magnetic Gray Metallic,Black,Certified pre-owned,39295,27 city / 31 hwy,Wagon,True,True,False,False,True
2021 Toyota Corolla Hybrid LE,$24104,11 Miles,Phoenix AZ,?,0%,56,-$1000,LE,Automatic,1.8 L-1.8 L,FWD,JTDEAMDE1MJ003487,Hybrid,Barcelona Red Metallic,Light Gray Moonstone Fabric,New,11,53 city / 52 hwy,Sedan,False,False,False,False,False
2021 Toyota Corolla Hybrid LE,$24585,10 Miles,Phoenix AZ,?,0%,56,-$1000,LE,Automatic,1.8 L-1.8 L,FWD,JTDEAMDE4MJ003600,Hybrid,Celestite Gray Metallic,All Black Fabric,New,10,53 city / 52 hwy,Sedan,False,False,False,False,False
2021 Toyota Corolla Hybrid LE,$24104,11 Miles,Phoenix AZ,?,0%,42,-$500,LE,Automatic,1.8 L-1.8 L,FWD,JTDEAMDE4MJ005265,Hybrid,Celestite Gray Metallic,Light Gray Moonstone Fabric,New,11,53 city / 52 hwy,Sedan,False,False,False,False,False
2021 Toyota Corolla Hybrid LE,$24104,11 Miles,Phoenix AZ,?,0%,42,-$500,LE,Automatic,1.8 L-1.8 L,FWD,JTDEAMDE6MJ004327,Hybrid,Classic Silver Metallic,Light Gray Moonstone Fabric,New,11,53 city / 52 hwy,Sedan,False,False,False,False,False
2019 Toyota Camry LE,$19489,28k Miles,Phoenix AZ,?,13%,20,-$508,LE,Automatic,2.5L I4 DOHC 16V,FWD,4T1B11HK1KU204749,Gasoline,Predawn Gray Mica,Black,Certified pre-owned,27702,28 city / 39 hwy,Sedan,False,False,False,True,True
2019 Toyota Camry LE,$19489,28k Miles,Phoenix AZ,?,13%,20,-$508,LE,Automatic,2.5L I4 DOHC 16V,FWD,4T1B11HK1KU204749,Gasoline,Predawn Gray Mica,Black,Certified pre-owned,27702,28 city / 39 hwy,Sedan,False,False,False,True,True
2019 Toyota Camry LE,$19489,28k Miles,Phoenix AZ,?,13%,20,-$508,LE,Automatic,2.5L I4 DOHC 16V,FWD,4T1B11HK1KU204749,Gasoline,Predawn Gray Mica,Black,Certified pre-owned,27702,28 city / 39 hwy,Sedan,False,False,False,True,True
2021 Toyota Corolla LE,$20729,11 Miles,Phoenix AZ,?,0%,20,-$250,LE,Automatic,1.8 L-1.8 L,FWD,JTDEPMAE9MJ126327,Gasoline,Black Sand Pearl,Light Gray Moonstone Fabric,New,11,30 city / 38 hwy,Sedan,False,False,False,False,False
2014 Mercedes-Benz CLS CLS 550 4MATIC,$26674,72k Miles,Phoenix AZ,?,3%,12,-$1315,CLS 550 4MATIC,Automatic,4.7L V8 DGI DOHC 32V Twin Turbocharged,AWD,WDDLJ9BB2EA094449,Gasoline,Palladium Silver Metallic,Black,Used,72434,17 city / 24 hwy,Sedan,False,True,True,True,True
2015 Dodge Dart SXT,$9768,87k Miles,Phoenix AZ,?,9%,20,+$127,SXT,Automatic,2.4L I4 PZEV MultiAir,FWD,1C3CDFBB5FD435475,Gasoline,Laser Blue Pearl Coat,Black,Used,86689,?,Sedan,False,False,False,False,True
2017 Chevrolet Impala LT,$18994,Mileage Unknown,Phoenix AZ,?,19%,12,-$4,LT,Automatic,ECOTEC 2.5L I4 DGI DOHC,FWD,1G1105SAXHU149407,Gasoline,Black,Dark Titanium/Jet Black,Used,?,22 city / 30 hwy,Sedan,False,True,False,True,True
2019 Toyota Corolla LE,$16453,28k Miles,Phoenix AZ,?,14%,20,-$844,LE,Automatic,1.8L I4 DOHC Dual VVT-i,FWD,2T1BURHE0KC231832,Gasoline,Barcelona Red Metallic,Black,Certified pre-owned,28071,28 city / 35 hwy,Sedan,False,False,False,False,False
2019 Toyota RAV4 XLE,$27999,20k Miles,Phoenix AZ,?,13%,23,-$1000,XLE,Automatic,2.5L 4-Cylinder DOHC Dual VVT-i,AWD,2T3P1RFV1KC016436,Gasoline,Midnight Black Metallic,Light Gray,Certified pre-owned,20028,25 city / 33 hwy,Suv,False,False,True,False,True
2017 Honda Civic EX-T,$17984,30k Miles,Peoria AZ,?,0%,21,-$779,EX-T,Automatic,1.5L I-4 DI DOHC Turbocharged,FWD,19XFC1F38HE015017,Gasoline,Polished Metal Metallic,Gray,Used,29507,32 city / 42 hwy,Sedan,True,False,True,False,True
2017 Nissan Titan SV,$29117,25k Miles,Peoria AZ,?,5%,13,-$383,SV,Automatic,5.6L V8,RWD,1N6AA1EK7HN533072,Gasoline,Gun Metallic,Black,Certified pre-owned,24689,15 city / 21 hwy,Pickup,False,False,False,False,False
2020 Nissan Sentra SR,$21370,22 Miles,Scottsdale AZ,?,3%,160,+$187,SR,Automatic,I-4 cyl-2.0L,FWD,3N1AB8DV2LY224063,Gasoline,Aspen White,Sport,New,22,28 city / 37 hwy,Sedan,False,False,False,False,False
2020 Nissan Sentra SR,$21647,10 Miles,Scottsdale AZ,?,2%,27,+$250,SR,Automatic,I-4 cyl-2.0L,FWD,3N1AB8DV7LY267247,Gasoline,KH3 Super Blac,Sport,New,10,28 city / 37 hwy,Sedan,False,False,False,False,False
2020 Nissan Rogue SV,$23528,5 Miles,Scottsdale AZ,?,0%,92,-$2893,SV,Automatic,I-4 cyl-2.5L,FWD,JN8AT2MT6LW037099,Gasoline,KAD Gun Metall,KADG,New,5,26 city / 33 hwy,Wagon,True,True,False,False,False
2020 Nissan Armada Platinum,$59257,11 Miles,Scottsdale AZ,?,0%,114,-$2001,Platinum,Automatic,V-8 cyl-5.6L,4WD,JN8AY2NE3L9782151,Gasoline,Pearl White Tricoat,CHARCOAL,New,11,13 city / 18 hwy,Suv,False,True,False,False,False
2020 Nissan Rogue SL,$27716,11 Miles,Scottsdale AZ,?,4%,210,-$1590,SL,Automatic,I-4 cyl-2.5L,FWD,5N1AT2MT5LC772990,Gasoline,Pearl White Tricoat,CHARCOAL,New,11,26 city / 33 hwy,Wagon,True,False,False,False,False
2020 Nissan Rogue S,$20911,10 Miles,Scottsdale AZ,?,4%,241,-$2101,S,Automatic,I-4 cyl-2.5L,FWD,JN8AT2MT3LW031972,Gasoline,Gun Metallic,Charcoal,New,10,26 city / 33 hwy,Wagon,False,True,False,False,False
2019 Ford Transit Connect Cargo XL,$20826,19k Miles,Scottsdale AZ,?,1%,27,-$3156,XL,Automatic,I-4 cyl2.0L,FWD,NM0LS7E22K1413977,Gasoline,Frozen White,Palazzo Gray,Used,18698,24 city / 27 hwy,Van,False,False,False,False,False
2017 Audi A4 2.0T Premium,$24459,27k Miles,Scottsdale AZ,?,5%,28,-$1523,2.0T Premium,Automatic,2.0-liter TFSI four-cylinder engine2.0L,FWD,WAUGNAF44HN034051,Gasoline,Glacier white metallic,Atlas beige / Gray,Used,26815,25 city / 33 hwy,Sedan,False,True,True,True,True
2020 Nissan Kicks SR,$19297,5 Miles,Scottsdale AZ,?,10%,247,-$3616,SR,Automatic,I-4 cyl-1.6L,FWD,3N1CP5DV3LL479648,Gasoline,Gun Metallic,Charcoal,New,5,31 city / 36 hwy,Wagon,True,False,False,False,False
2020 Nissan Kicks SR,$19833,768 Miles,Scottsdale AZ,?,7%,33,-$1387,SR,Automatic,I-4 cyl1.6L,FWD,3N1CP5DV4LL513807,Gasoline,Monarch Orange/Super Black,Charcoal,Certified pre-owned,768,31 city / 36 hwy,Wagon,True,True,False,False,True
2020 Nissan Murano Platinum,$37529,18 Miles,Scottsdale AZ,?,4%,205,+$450,Platinum,Automatic,V-6 cyl-3.5L,FWD,5N1AZ2DJ7LN131387,Gasoline,KAD Gun Metall,KADG/GRAPHITE,New,18,20 city / 28 hwy,Suv,False,False,True,True,False
2020 Nissan Altima 2.5 Platinum,$28725,10 Miles,Scottsdale AZ,?,4%,40,-$1880,2.5 Platinum,Automatic,I-4 cyl-2.5L,FWD,1N4BL4FV8LN302269,Gasoline,QAB  Whit,K/LIGHT GREY,New,10,27 city / 37 hwy,Sedan,False,False,False,True,False
2020 Nissan LEAF SV PLUS,$32567,16 Miles,Scottsdale AZ,?,0%,164,-$7163,SV PLUS,Automatic,Electric ZEV 214hp,FWD,1N4BZ1CP6LC304665,Electric,Pearl White,Black,New,16,114 city / 94 hwy,Hatchback,False,False,False,True,False
2020 Nissan Kicks S,$15951,10 Miles,Scottsdale AZ,?,13%,162,-$3344,S,Automatic,I-4 cyl-1.6L,FWD,3N1CP5BV6LL512595,Gasoline,Gun Metallic,Charcoal,New,10,31 city / 36 hwy,Wagon,False,False,False,False,False
